name,line
Scott," Look, I'd really like to help you... but if I'm not at home when they come to take off my ankle monitor... then I'm going away forever."
Hope," Once we get the component and power up the tunnel... we'll get the message, and have you home by lunch. We have to hurry. The entanglement won't last."
Hank, You owe us.
Scott," All right, fine. But can I just wait inside? Because I'm not supposed to be out here."
Hank, Let's go.
Hope, We good?
Hank, Yeah.
Hope, I'll be right back.
Scott, Can I have one of these?
Hank, No.
Sonny Burch, Ah. Susan! Welcome to Oui!
Hope, Sonny!
Sonny Burch," Oui is French for ""yes."" As in ""yes"" to farm-to-table, ""yes"" to locally sourced... and ""yes"" to planet before profit."
Hope," Well, let's hope it also means ""yes"" to ""Do you have the component I ordered?"""
Sonny Burch," You know, I have always loved your sense of humor, Susan. Have a seat."
Hope," No, I'm good. Thank you."
Scott, Who is this guy?
Hank, Sonny Burch. He traffics in black market technology. He's been getting us what we need to build the tunnel.
Scott, Could I just have one...
Hank, No.
Sonny Burch," You know, I have a special friend at the FBI. And I say ""special""... because, well, he tells me things that I didn't previously know. For example... your name isn't Susan. It's Hope Van Dyne. And your unseen associate, that's your father, Hank Pym."
Scott," That's not good, Hank."
Hank, No shit.
Hope, What do you want?
Sonny Burch," Relationships are built on trust, Hope. And I want our relationship to have a strong foundation."
Hope, Our relationship?
Sonny Burch," My business landscape has been shifting, Hope. Hell, S.H.I.E.L.D. and HYDRA don't even exist anymore... but now, Hank Pym... Hank Pym is a real opportunity."
Hope, Do you have a point?
Sonny Burch," Oh, you think that I don't know what you've been building with all this? Quantum technology. Now, you can forget nanotech, forget AI, forget cryptocurrency. Quantum energy is the future. It's the next gold rush."
Hope, Is that so?
Sonny Burch," I want in, Hope. So, as a gesture of good will, I have taken the liberty... of arranging some buyers for your lab. Starting bid... one billion dollars."
Hope," Thank you, Sonny, really. But my father and I have something slightly more pressing than starting a business. So I'll just take the component as arranged."
Sonny Burch," My buyers don't take no for an answer. So, we are either in business together... or we aren't in business together."
Hope, Then I guess we aren't.
Sonny Burch, You can go. But I'm afraid your money's gonna have to remain. Let's call it compensation for my injured feelings.
Hope," Listen, Sonny. This is gonna be so much easier on everybody if you just give me that component."
Sonny Burch," Darlin', the only thing you're takin' from here... is my heart, but it will mend in time."
Hope, Okay.
Scott," So, now what?"
Hank, You'll see.
Sonny Burch, She said her and her daddy had something pressing.
Uzman, Mmm-hmm.
Sonny Burch, I want to know what it is because if they're not working with us... they're working with somebody. So find out. I want some names...
Scott," Hold on, you gave her wings?"
Sonny Burch, Get her.
Sonny Burch," Not my turn-of-the-century chandelier! Stop firing! Stop! All right, take this. Go. Go, go, go! Go!"
Scott, Wings and blasters. So I take it you didn't have that tech available for me.
Hank," No, I did."
Hope," It was a pleasure doing business with you, Sonny."
Sonny Burch," Oh, our business isn't finished yet, Hope. I can assure you of that! What in the hell is that?"
Hope," Dad, are you seeing this?"
Hank," Hope, get out of there!"
Scott, I gotta do something.
Hank, Wait! It is still a work in progress.
Scott, You taught me that kick. Remember?
Hope," Yeah, great form."
Scott, Those were the days. Whatever happened to us?
Hope," Not the time, Scott. Damn it, where'd it go? I've lost it."
Scott, I'm not seeing anything on the ant cams. Try looking...
Hope, Dad?
Ghost, Give me that. Now.
Hope, Are you okay?
Hank, No! He got the lab.
Hope, No.
Hank, Come on!
Hope, What was that?
Hank, I don't know. But we need to find somewhere to regroup and figure out where the lab is.
Scott," So, where to now? How about my house? Hmm? I'm supposed to be there anyway, and Woo could walk in any second."
Hank, Exactly why we're not going to your house.
Scott," What about your house? Sorry. Well, there is one place I can think of."
Hank," No. No, no, no, no! No!"
Luis," Wow, Dr. Pym... who would've thought that, once again, in your hour of need... that you would turn to us, you know?"
Hank, Not me.
Kurt, Mmm. Help yourself.
Luis," Hey, what's up with the fancy pastry? We gotta keep the food budget down."
Dave," Well, what are we supposed to have for breakfast?"
Luis, The oatmeal packets.
Dave, Oatmeal packets.
Kurt, It's insult.
Luis, Why is it an insult?
Kurt, Because it tastes like sand.
Luis, You know why? 'Cause it's organic.
Kurt," It's not organic, it's sand."
Dave, It's the most important meal of the day.
Luis," You know what, you can get creative with it."
Kurt, Break teeth.
Luis, Put a little brown sugar on it. You can put some cinnamon. Put a little honey. Whatever you want...
Scott," Guys, guys, guys. Come on, man. We got bigger fish to fry. Is that my desk?"
Luis, Yeah.
Scott, What? Why do I have such a small desk?
Luis, Because you weren't there when we were choosing desks.
Kurt," You snooze, you lose."
Scott," Well, I was under house arrest."
Luis, Yeah.
Scott," You know what, this isn't even a desk. This is garbage. You found this outside amongst garbage."
Luis, I got it at a rummage sale.
Scott," So, you save money on my desk?"
Hope, Guys.
Scott," Hope, please, we need to focus, all right? We gotta find that lab already. Jeez."
Luis," Oh, you know what? I heard stories, like what happened to you. This crazy, creepy cat, who walks through walls and stuff. Like a ghost."
Kurt," Like Baba Yaga. Baba Yaga, the witch. They tell stories to children to frighten them. You know Baba Yaga?"
Hope, Whoever stole it... we need to find it.
Dave," Oh, you don't find someone like that. They find you."
Kurt, Like Baba Yaga.
Luis," Dr. Pym, you're the smartest genius I know. Didn't you put some kind of LoJack on your lab? Because if you didn't, we have a variety of affordable options."
Hank," Of course I did, Luis. It was disabled. Whoever stole the lab knew exactly what they were doing."
Hope, They also looked like they were phasing.
Scott, Phasing?
Hank, Quantum phasing. When an object moves through different states of matter.
Scott," Oh, yeah, that's what I was thinking."
Hope, The lab emits radiation. Can we modify a quantum spectrometer and track it?
Hank," That could work, yes, but all my equipment is in the lab."
Scott, Where else can we find that equipment?
Hank," Well, there is one person. Bill Foster."
Scott, Great! Who's Bill Foster?
Hope," He's an old colleague of my dad's, from S.H.I.E.L.D. They had a falling out years ago."
Luis, You seem to have a lot of falling outs with people.
Hank, It's probably just a waste of time.
Scott," Hey, I'm risking everything by being here. Don't you think we should check?"
Hope, We need to find out who took the lab.
Scott," Guys, it's not a good idea to be out in the open like this."
Hank," Relax, no one's gonna recognize us."
Scott," What, because of hats and sunglasses? That's not a disguise, Hank. We look like ourselves at a baseball game."
Bill Foster," In an isolated system... particles co-exist in a stable phase relationship. If the system is interfered with, that stability becomes chaos. Unpredictable. Dangerous. Beautiful. Isolated completely, a quantum system would revert back to separate states of matter... each entangled with a distinct state of its environment. In other words, the object in question would be both in and out of phase... with multiple parallel realities. Speaking of being out of phase with reality. I am noticing an unusually high number of glazed eyes out there among you. So, why don't we call it a few minutes early? That'll be enough for today. Thank you, ladies and gentlemen, you may go. It's incredible. You're linked to Janet. It's quantum entanglement between the quantum states of Posner molecules in your brains."
Scott," Yeah, that's what I was thinking. Do you guys just put the word ""quantum"" in front of everything?"
Hope," Doctor, we need to find our lab. Hope, I'd love to help you... but I don't have anything like the equipment you're describing."
Hank," I told you this is a waste of time. Come on, let's go."
Bill Foster," Don't condescend, Hank. You're the one who's on the run from the FBI. All because you had to grow to a size that finally fit your ego."
Scott, That wasn't me in Germany. It was this idiot. Really?
Bill Foster," Going that big, it must've been exhausting."
Scott, I slept for three days straight. You have no idea.
Bill Foster," Actually, I do. Back in the day, I was Hank's partner on a project called Goliath."
Hank, Excuse me? You were my partner? The only thing more tiring than going that big is putting up with Hank's bullshit.
Scott, Right... I don't know. How big did you get?
Bill Foster, My record? 21 feet.
Scott, Not bad.
Bill Foster, You?
Scott, I don't...
Bill Foster," No, really, I'm curious."
Scott, 65 feet. Yeah.
Bill Foster, Whoa! Huge.
Scott, 65.
Hope, If you two are finished comparing sizes... we need to figure out a way to track down the lab.
Bill Foster, And the great Hank Pym hasn't figured that one out yet? Strange. You had all the answers back in the day. That's why I left the project.
Hank, Left? I fired you.
Bill Foster," Best decision I ever made. Hank was a terrible partner. Temperamental... stubborn, impatient. Sooner or later, he just pushed everyone away."
Hank, Just the mediocrities.
Bill Foster, Janet was the only one who could endure him and chose to stick it out.
Hank," Watch it, Bill."
Bill Foster," She paid the price, though, didn't she?"
Hank, You son of a bitch.
Hope, I didn't come here to listen to you two squabble. I'm trying to save my mother.
Woo," Now, which office would you say?"
Scott," Oh, it's Woo. Someone must have seen me."
Hank," Relax. If this is about you, they'd be in your house by now. What are you, 15?"
Hope, Come on. We gotta go right now.
Bill Foster, Wait. You might be able to improvise that tracker... if you modify the diffraction units on one of your regulators.
Hope, That could work.
Scott, I don't know what that means.
Hope, Thank you. Thank you.
Woo," But, Doctor, campus police says they ID'd both Pym and Van Dyne."
Bill Foster," I don't know what to tell you, Agent. I haven't talked to Hank in 30 years. I can assure you I'm the last person he would want to visit."
Agent," Oh, come on, you expect us to..."
Woo," Hey, hey. Why is that?"
Bill Foster, Simple. We hate each other's guts.
Hank," So I'm a terrible partner? Foster, he hasn't had one good idea in his unremarkable career."
Hope," But his idea about the diffractors could work, right?"
Hank," Fine, one decent idea. Except, I eliminated the diffractors when I upgraded the suits."
Scott," So, if we had an old suit, we might be able to track down the lab?"
Hank," Yes, but we don't."
Scott, What if we did?
Hope, What do you mean?
Scott, I mean... life's funny.
Hope," Oh, my God. You didn't destroy the suit."
Hank, What?
Scott," Well, it was your life's work, Hank. I couldn't destroy that. Before I turned myself in, I shrunk it down and mailed it to Luis."
Hank, You sent my suit through the mail?
Scott," Hey, the postal service is very reliable. You know, they do tracking numbers now. Like UPS."
Hank, Where is it?
Scott," It's in a very safe place, all right? Don't worry."
Luis," What, the trophy? No, it's not here."
Scott, What do you mean it's not there? Where could it be?
Luis," I looked everywhere. It's not here. Hey, get away from the plant."
Scott, But I put it back after Cassie and I... Show-and-tell.
Luis," Scotty? No, stop!"
Scott," Well, the good news is I know where it is. Whenever you go back to school... isn't everything supposed to look so much smaller? This place seems huge. What is it?"
Hope, It's the new regulator.
Scott," Hank, what's going on with this suit? How much of a work in progress is this? Uh-oh. No, no, no."
Hope, Oh.
Scott," What are you, laughing? Please, could you just..."
Hope," Okay, okay."
Hank, What do you see? The sizing coils are malfunctioning. Just let me...
Scott, Ow!
Hope, Sorry.
Scott, It's all right.
Hope, Okay. All right. Try that.
Scott, Sorry. What? Awesome.
Hope, If only Cap could see you now.
Scott, Hilarious. What are we gonna do?
Teacher," Hey! Where's your hall pass? Hey, I'm talking to you. Hey! Hey. Eh..."
Hope, You can do it. You almost got it.
Scott," Oh, peanut."
Hope," Okay, let's go."
Hank," Hiya, champ, how was school today?"
Scott," All right, get your jokes out now. Can you fix the suit?"
Hope, So cranky.
Hank, You want a juice box and some string cheese?
Scott, Do you really have that?
Hank, Let's see if Foster was right. This has gotta be the lab.
Hope, Let's go get it.
Hank, Yeah.
Scott," This seems right. Look at us, teaming up twice in one day."
Hope," Makes you think, huh?"
Scott, About what?
Hope, Germany.
Scott, What do you mean?
Hope," We were working together, training together... and other stuffing together."
